N,g(N)
14988000.000000,0.412674
14989000.000000,0.410254
14990000.000000,0.403610
14991000.000000,0.399135
14992000.000000,0.413144
14993000.000000,0.409118
14994000.000000,0.400167
14995000.000000,0.407542
14996000.000000,0.403106
14997000.000000,0.409961
14998000.000000,0.401636
14999000.000000,0.405913
15000000.000000,0.403633
15001000.000000,0.391373
15002000.000000,0.403601
15003000.000000,0.407333
15004000.000000,0.402046
15005000.000000,0.403974
15006000.000000,0.410352
15007000.000000,0.412467
15008000.000000,0.406459
15009000.000000,0.414415
15010000.000000,0.409232
15011000.000000,0.409772
15012000.000000,0.407321
15013000.000000,0.405532
15014000.000000,0.401632
15015000.000000,0.403883
15016000.000000,0.409945
15017000.000000,0.403255
15018000.000000,0.404870
15019000.000000,0.399147
15020000.000000,0.406069
15021000.000000,0.405043
15022000.000000,0.417661
15023000.000000,0.412518
15024000.000000,0.401616
15025000.000000,0.407458
15026000.000000,0.408465
15027000.000000,0.408137
15028000.000000,0.404014
15029000.000000,0.405202
15030000.000000,0.391667
15031000.000000,0.408312
15032000.000000,0.393368
15033000.000000,0.401932
15034000.000000,0.409132
15035000.000000,0.403497
15036000.000000,0.397841
15037000.000000,0.406786
15038000.000000,0.419890
15039000.000000,0.406161
15040000.000000,0.402556
15041000.000000,0.411134
15042000.000000,0.410367
15043000.000000,0.393091
15044000.000000,0.410551
15045000.000000,0.407463
15046000.000000,0.391503
15047000.000000,0.409269
15048000.000000,0.410150
15049000.000000,0.406966
15050000.000000,0.415113
15051000.000000,0.395653
15052000.000000,0.411593
15053000.000000,0.412997
15054000.000000,0.394595
15055000.000000,0.405012
15056000.000000,0.394519
15057000.000000,0.420650
15058000.000000,0.403436
15059000.000000,0.400280
15060000.000000,0.416400
15061000.000000,0.398102
15062000.000000,0.396144
15063000.000000,0.399125
15064000.000000,0.398393
15065000.000000,0.405187
15066000.000000,0.411338
15067000.000000,0.404240
15068000.000000,0.416254
15069000.000000,0.396572
15070000.000000,0.412254
15071000.000000,0.403250
15072000.000000,0.402141
15073000.000000,0.407482
15074000.000000,0.402917
15075000.000000,0.400307
15076000.000000,0.409684
15077000.000000,0.407594
15078000.000000,0.410601
15079000.000000,0.403947
15080000.000000,0.413319
15081000.000000,0.423414
15082000.000000,0.407283
15083000.000000,0.401025
15084000.000000,0.408715
15085000.000000,0.392184
15086000.000000,0.402710
15087000.000000,0.402800
15088000.000000,0.409365
15089000.000000,0.423846
15090000.000000,0.397688
15091000.000000,0.413981
15092000.000000,0.399982
15093000.000000,0.399481
15094000.000000,0.402916
15095000.000000,0.413507
15096000.000000,0.410138
15097000.000000,0.404056
15098000.000000,0.400707
15099000.000000,0.416197
15100000.000000,0.407054
15101000.000000,0.408400
15102000.000000,0.398255
15103000.000000,0.402712
15104000.000000,0.405415
15105000.000000,0.401648
15106000.000000,0.404544
15107000.000000,0.403169
15108000.000000,0.412241
15109000.000000,0.397825
15110000.000000,0.420091
15111000.000000,0.401396
15112000.000000,0.400890
15113000.000000,0.405111
15114000.000000,0.400805
15115000.000000,0.416846
15116000.000000,0.403520
15117000.000000,0.404336
15118000.000000,0.409709
15119000.000000,0.409778
15120000.000000,0.398633
15121000.000000,0.408162
15122000.000000,0.408174
15123000.000000,0.413364
15124000.000000,0.409735
15125000.000000,0.413353
15126000.000000,0.404610
15127000.000000,0.408369
15128000.000000,0.406353
15129000.000000,0.409842
15130000.000000,0.417384
15131000.000000,0.406049
15132000.000000,0.400875
15133000.000000,0.397999
15134000.000000,0.400288
15135000.000000,0.398468
15136000.000000,0.406500
15137000.000000,0.414557
15138000.000000,0.415188
15139000.000000,0.392218
15140000.000000,0.417222
15141000.000000,0.404274
15142000.000000,0.404661
15143000.000000,0.402449
15144000.000000,0.401089
15145000.000000,0.408864
15146000.000000,0.410076
15147000.000000,0.420999
15148000.000000,0.412811
15149000.000000,0.407721
15150000.000000,0.408124
15151000.000000,0.406169
15152000.000000,0.412685
15153000.000000,0.414160
15154000.000000,0.409076
15155000.000000,0.412007
15156000.000000,0.404010
15157000.000000,0.407252
15158000.000000,0.400784
15159000.000000,0.403631
15160000.000000,0.406467
15161000.000000,0.406185
15162000.000000,0.404210
15163000.000000,0.405338
15164000.000000,0.407273
15165000.000000,0.407675
15166000.000000,0.409567
15167000.000000,0.411933
15168000.000000,0.415655
15169000.000000,0.397275
15170000.000000,0.407451
15171000.000000,0.404525
15172000.000000,0.399964
15173000.000000,0.393041
15174000.000000,0.399917
15175000.000000,0.407350
15176000.000000,0.402999
15177000.000000,0.416450
15178000.000000,0.409819
15179000.000000,0.415520
15180000.000000,0.409664
15181000.000000,0.398781
15182000.000000,0.392236
15183000.000000,0.404981
15184000.000000,0.398947
15185000.000000,0.416837
15186000.000000,0.406455
15187000.000000,0.399815
15188000.000000,0.404086
15189000.000000,0.400285
15190000.000000,0.409869
15191000.000000,0.409955
15192000.000000,0.408409
15193000.000000,0.406025
15194000.000000,0.403696
15195000.000000,0.401941
15196000.000000,0.405973
15197000.000000,0.406048
15198000.000000,0.399931
15199000.000000,0.412536
15200000.000000,0.401173
15201000.000000,0.410496
15202000.000000,0.417658
15203000.000000,0.417184
15204000.000000,0.414919
15205000.000000,0.403932
15206000.000000,0.399488
15207000.000000,0.402441
15208000.000000,0.407380
15209000.000000,0.396289
15210000.000000,0.406771
15211000.000000,0.402311
15212000.000000,0.412221
15213000.000000,0.403279
15214000.000000,0.406149
15215000.000000,0.393956
15216000.000000,0.409715
15217000.000000,0.402965
15218000.000000,0.400759
15219000.000000,0.398227
15220000.000000,0.402691
15221000.000000,0.407336
15222000.000000,0.400105
15223000.000000,0.397543
15224000.000000,0.407330
15225000.000000,0.406681
15226000.000000,0.404833
15227000.000000,0.400322
15228000.000000,0.407666
15229000.000000,0.408992
15230000.000000,0.407923
15231000.000000,0.417786
15232000.000000,0.409315
15233000.000000,0.402843
15234000.000000,0.393596
15235000.000000,0.408287
15236000.000000,0.399388
15237000.000000,0.406572
15238000.000000,0.400162
15239000.000000,0.420286
15240000.000000,0.409066
15241000.000000,0.399327
15242000.000000,0.402900
15243000.000000,0.403708
15244000.000000,0.396052
15245000.000000,0.403101
15246000.000000,0.400604
15247000.000000,0.398331
15248000.000000,0.404995
15249000.000000,0.406141
15250000.000000,0.394935
15251000.000000,0.410666
15252000.000000,0.409746
15253000.000000,0.414314
15254000.000000,0.409599
15255000.000000,0.416700
15256000.000000,0.408155
15257000.000000,0.402919
15258000.000000,0.405012
15259000.000000,0.406355
15260000.000000,0.416778
15261000.000000,0.409486
15262000.000000,0.397332
15263000.000000,0.412141
15264000.000000,0.412553
15265000.000000,0.404600
15266000.000000,0.414458
15267000.000000,0.404862
15268000.000000,0.388637
15269000.000000,0.403988
15270000.000000,0.410128
15271000.000000,0.406236
15272000.000000,0.404989
15273000.000000,0.406719
15274000.000000,0.405701
15275000.000000,0.406079
15276000.000000,0.414140
15277000.000000,0.404285
15278000.000000,0.410750
15279000.000000,0.415360
15280000.000000,0.405284
15281000.000000,0.394662
15282000.000000,0.416829
15283000.000000,0.415560
15284000.000000,0.409684
15285000.000000,0.405278
15286000.000000,0.397382
15287000.000000,0.407389
15288000.000000,0.405399
15289000.000000,0.420777
15290000.000000,0.396493
15291000.000000,0.414591
15292000.000000,0.410210
15293000.000000,0.404457
15294000.000000,0.414401
15295000.000000,0.408663
15296000.000000,0.408777
15297000.000000,0.411570
15298000.000000,0.404300
15299000.000000,0.399820
15300000.000000,0.396891
15301000.000000,0.413740
15302000.000000,0.406141
15303000.000000,0.408832
15304000.000000,0.399096
15305000.000000,0.413959
15306000.000000,0.405377
15307000.000000,0.418228
15308000.000000,0.393881
15309000.000000,0.396759
15310000.000000,0.410617
15311000.000000,0.403277
15312000.000000,0.413194
15313000.000000,0.397625
15314000.000000,0.417974
15315000.000000,0.404658
15316000.000000,0.408631
15317000.000000,0.407063
15318000.000000,0.395553
15319000.000000,0.409889
15320000.000000,0.419438
15321000.000000,0.414185
15322000.000000,0.406734
15323000.000000,0.398866
15324000.000000,0.409697
15325000.000000,0.408770
15326000.000000,0.418364
15327000.000000,0.400229
15328000.000000,0.421571
15329000.000000,0.398909
15330000.000000,0.409750
15331000.000000,0.397184
15332000.000000,0.412092
15333000.000000,0.415631
15334000.000000,0.416941
15335000.000000,0.397968
15336000.000000,0.404797
15337000.000000,0.399390
15338000.000000,0.406331
15339000.000000,0.413343
15340000.000000,0.407128
15341000.000000,0.409027
15342000.000000,0.406244
15343000.000000,0.399204
15344000.000000,0.414462
15345000.000000,0.407231
15346000.000000,0.414312
15347000.000000,0.408530
15348000.000000,0.417269
15349000.000000,0.399976
15350000.000000,0.410112
15351000.000000,0.399284
15352000.000000,0.411609
15353000.000000,0.396096
15354000.000000,0.406651
15355000.000000,0.406586
15356000.000000,0.400131
15357000.000000,0.400744
15358000.000000,0.405304
15359000.000000,0.402990
15360000.000000,0.397420
15361000.000000,0.406325
15362000.000000,0.402895
15363000.000000,0.402913
15364000.000000,0.405038
15365000.000000,0.398586
15366000.000000,0.410391
15367000.000000,0.412939
15368000.000000,0.402497
15369000.000000,0.403285
15370000.000000,0.415643
15371000.000000,0.390031
15372000.000000,0.401100
15373000.000000,0.414267
15374000.000000,0.408533
15375000.000000,0.403342
15376000.000000,0.409069
15377000.000000,0.411098
15378000.000000,0.397371
15379000.000000,0.400350
15380000.000000,0.405905
15381000.000000,0.410259
15382000.000000,0.418198
15383000.000000,0.402186
15384000.000000,0.407083
15385000.000000,0.402269
15386000.000000,0.410399
15387000.000000,0.397000
15388000.000000,0.407462
15389000.000000,0.411774
15390000.000000,0.411560
15391000.000000,0.409535
15392000.000000,0.411460
15393000.000000,0.401445
15394000.000000,0.425419
15395000.000000,0.412223
15396000.000000,0.417577
15397000.000000,0.413258
15398000.000000,0.402744
15399000.000000,0.398404
15400000.000000,0.393527
15401000.000000,0.410996
15402000.000000,0.403154
15403000.000000,0.416082
15404000.000000,0.403114
15405000.000000,0.401875
15406000.000000,0.412550
15407000.000000,0.401487
15408000.000000,0.402075
15409000.000000,0.393471
15410000.000000,0.410357
15411000.000000,0.406685
15412000.000000,0.410018
15413000.000000,0.410270
15414000.000000,0.404101
15415000.000000,0.397872
15416000.000000,0.401712
15417000.000000,0.407024
15418000.000000,0.425202
15419000.000000,0.408204
15420000.000000,0.404653
15421000.000000,0.423208
15422000.000000,0.405430
15423000.000000,0.410812
15424000.000000,0.406168
15425000.000000,0.414343
15426000.000000,0.400716
15427000.000000,0.394508
15428000.000000,0.406244
15429000.000000,0.411538
15430000.000000,0.418519
15431000.000000,0.411257
15432000.000000,0.401360
15433000.000000,0.417408
15434000.000000,0.400129
15435000.000000,0.408607
15436000.000000,0.422989
15437000.000000,0.399737
15438000.000000,0.403714
15439000.000000,0.411634
15440000.000000,0.398802
15441000.000000,0.406786
15442000.000000,0.408235
15443000.000000,0.402142
15444000.000000,0.403700
15445000.000000,0.408739
15446000.000000,0.413600
15447000.000000,0.409845
15448000.000000,0.406184
15449000.000000,0.409998
15450000.000000,0.395946
15451000.000000,0.402763
15452000.000000,0.397338
15453000.000000,0.407569
15454000.000000,0.415217
15455000.000000,0.402502
15456000.000000,0.414463
15457000.000000,0.408922
15458000.000000,0.399978
15459000.000000,0.402839
15460000.000000,0.393003
15461000.000000,0.403184
15462000.000000,0.402566
15463000.000000,0.400031
15464000.000000,0.395236
15465000.000000,0.405600
15466000.000000,0.407283
15467000.000000,0.417412
15468000.000000,0.390596
15469000.000000,0.396958
15470000.000000,0.402189
15471000.000000,0.406468
15472000.000000,0.422762
15473000.000000,0.412465
15474000.000000,0.408122
15475000.000000,0.408538
15476000.000000,0.414741
15477000.000000,0.403189
15478000.000000,0.393448
15479000.000000,0.402822
15480000.000000,0.410441
15481000.000000,0.411273
15482000.000000,0.411739
15483000.000000,0.396218
15484000.000000,0.411700
15485000.000000,0.403767
15486000.000000,0.405401
15487000.000000,0.411984
15488000.000000,0.417360
15489000.000000,0.404957
15490000.000000,0.404064
15491000.000000,0.400749
15492000.000000,0.403631
15493000.000000,0.397335
15494000.000000,0.410808
15495000.000000,0.414718
15496000.000000,0.416310
15497000.000000,0.407151
15498000.000000,0.406829
15499000.000000,0.417068
15500000.000000,0.400196
15501000.000000,0.401104
15502000.000000,0.406068
15503000.000000,0.402066
15504000.000000,0.400246
15505000.000000,0.412328
15506000.000000,0.402029
15507000.000000,0.392973
15508000.000000,0.407219
15509000.000000,0.409390
15510000.000000,0.404790
15511000.000000,0.412558
15512000.000000,0.410437
15513000.000000,0.407923
15514000.000000,0.402679
15515000.000000,0.405936
15516000.000000,0.413190
15517000.000000,0.404261
15518000.000000,0.415096
15519000.000000,0.412339
15520000.000000,0.398516
15521000.000000,0.403768
15522000.000000,0.413075
15523000.000000,0.402549
15524000.000000,0.414724
15525000.000000,0.393621
15526000.000000,0.401515
15527000.000000,0.402738
15528000.000000,0.404000
15529000.000000,0.418280
15530000.000000,0.418384
15531000.000000,0.405627
15532000.000000,0.413686
15533000.000000,0.396683
15534000.000000,0.388295
15535000.000000,0.417895
15536000.000000,0.411309
15537000.000000,0.413833
15538000.000000,0.394219
15539000.000000,0.402829
15540000.000000,0.408863
15541000.000000,0.394945
15542000.000000,0.413389
15543000.000000,0.403070
15544000.000000,0.404143
15545000.000000,0.398601
15546000.000000,0.398560
15547000.000000,0.409162
15548000.000000,0.397755
15549000.000000,0.400330
15550000.000000,0.402290
15551000.000000,0.406643
15552000.000000,0.411650
15553000.000000,0.420191
15554000.000000,0.414144
15555000.000000,0.402502
15556000.000000,0.402043
15557000.000000,0.406093
15558000.000000,0.408701
15559000.000000,0.410059
15560000.000000,0.408728
15561000.000000,0.399185
15562000.000000,0.414420
15563000.000000,0.408130
15564000.000000,0.406112
15565000.000000,0.402884
15566000.000000,0.407927
15567000.000000,0.399991
15568000.000000,0.414173
15569000.000000,0.406733
15570000.000000,0.404446
15571000.000000,0.404546
15572000.000000,0.407463
15573000.000000,0.401433
15574000.000000,0.403172
15575000.000000,0.411066
15576000.000000,0.412865
15577000.000000,0.395802
15578000.000000,0.412019
15579000.000000,0.405670
15580000.000000,0.416009
15581000.000000,0.396391
15582000.000000,0.406400
15583000.000000,0.417052
15584000.000000,0.406384
15585000.000000,0.418139
15586000.000000,0.404459
15587000.000000,0.409647
15588000.000000,0.412400
15589000.000000,0.413576
15590000.000000,0.399942
15591000.000000,0.404120
15592000.000000,0.409737
15593000.000000,0.400049
15594000.000000,0.407727
15595000.000000,0.414445
15596000.000000,0.408639
15597000.000000,0.416969
15598000.000000,0.406966
15599000.000000,0.416834
15600000.000000,0.411215
15601000.000000,0.414405
15602000.000000,0.397551
15603000.000000,0.411628
15604000.000000,0.409486
15605000.000000,0.398625
15606000.000000,0.414850
15607000.000000,0.407731
15608000.000000,0.407605
15609000.000000,0.396652
15610000.000000,0.405786
15611000.000000,0.407023
15612000.000000,0.396353
15613000.000000,0.406530
15614000.000000,0.395691
15615000.000000,0.426647
15616000.000000,0.413374
15617000.000000,0.399249
15618000.000000,0.393128
15619000.000000,0.411619
15620000.000000,0.408776
15621000.000000,0.412160
15622000.000000,0.406438
15623000.000000,0.400749
15624000.000000,0.408578
15625000.000000,0.394780
15626000.000000,0.410382
15627000.000000,0.411554
15628000.000000,0.416851
15629000.000000,0.405443
15630000.000000,0.400582
15631000.000000,0.412570
15632000.000000,0.406190
15633000.000000,0.409404
15634000.000000,0.406847
15635000.000000,0.397218
15636000.000000,0.397466
15637000.000000,0.423200
15638000.000000,0.408402
15639000.000000,0.415446
15640000.000000,0.404584
15641000.000000,0.397998
15642000.000000,0.407193
15643000.000000,0.409267
15644000.000000,0.396313
15645000.000000,0.399800
15646000.000000,0.415252
15647000.000000,0.402309
15648000.000000,0.397642
15649000.000000,0.405674
15650000.000000,0.423958
15651000.000000,0.415633
15652000.000000,0.399999
15653000.000000,0.404350
15654000.000000,0.406766
15655000.000000,0.410651
15656000.000000,0.401913
15657000.000000,0.403947
15658000.000000,0.396419
15659000.000000,0.392228
15660000.000000,0.409633
15661000.000000,0.410068
15662000.000000,0.409963
15663000.000000,0.408422
15664000.000000,0.402771
15665000.000000,0.407174
15666000.000000,0.405041
15667000.000000,0.414924
15668000.000000,0.410360
15669000.000000,0.399744
15670000.000000,0.405995
15671000.000000,0.412038
15672000.000000,0.410873
15673000.000000,0.408411
15674000.000000,0.402293
15675000.000000,0.411257
15676000.000000,0.399768
15677000.000000,0.407047
15678000.000000,0.396653
15679000.000000,0.400094
15680000.000000,0.403889
15681000.000000,0.403250
15682000.000000,0.410234
15683000.000000,0.410509
15684000.000000,0.416601
15685000.000000,0.396850
15686000.000000,0.419902
15687000.000000,0.398025
15688000.000000,0.410463
15689000.000000,0.406874
15690000.000000,0.409539
15691000.000000,0.410879
15692000.000000,0.399531
15693000.000000,0.405117
15694000.000000,0.405085
15695000.000000,0.404261
15696000.000000,0.410590
15697000.000000,0.403725
15698000.000000,0.408309
15699000.000000,0.412514
15700000.000000,0.408960
15701000.000000,0.421608
15702000.000000,0.388699
15703000.000000,0.400638
15704000.000000,0.403372
15705000.000000,0.399918
15706000.000000,0.402668
15707000.000000,0.408950
15708000.000000,0.417005
15709000.000000,0.415074
15710000.000000,0.412240
15711000.000000,0.414308
15712000.000000,0.404805
15713000.000000,0.416548
15714000.000000,0.399623
15715000.000000,0.395233
15716000.000000,0.408285
15717000.000000,0.403162
15718000.000000,0.405204
15719000.000000,0.417193
15720000.000000,0.398607
15721000.000000,0.390136
15722000.000000,0.417504
15723000.000000,0.405487
15724000.000000,0.396931
15725000.000000,0.408173
15726000.000000,0.416780
15727000.000000,0.409030
15728000.000000,0.404607
15729000.000000,0.408450
15730000.000000,0.411721
15731000.000000,0.399494
15732000.000000,0.406943
15733000.000000,0.400583
15734000.000000,0.398728
15735000.000000,0.422320
15736000.000000,0.416654
15737000.000000,0.410810
15738000.000000,0.417004
15739000.000000,0.395940
15740000.000000,0.406725
15741000.000000,0.406089
15742000.000000,0.400046
15743000.000000,0.411282
15744000.000000,0.416929
15745000.000000,0.412400
15746000.000000,0.397394
15747000.000000,0.408455
15748000.000000,0.418980
15749000.000000,0.408999
15750000.000000,0.412749
15751000.000000,0.398838
15752000.000000,0.407015
15753000.000000,0.407963
15754000.000000,0.404019
15755000.000000,0.404574
15756000.000000,0.395183
15757000.000000,0.415334
15758000.000000,0.413333
15759000.000000,0.410949
15760000.000000,0.399240
15761000.000000,0.413928
15762000.000000,0.403302
15763000.000000,0.407989
15764000.000000,0.409999
15765000.000000,0.394179
15766000.000000,0.408321
15767000.000000,0.405540
15768000.000000,0.410855
15769000.000000,0.391486
15770000.000000,0.414441
15771000.000000,0.411639
15772000.000000,0.397749
15773000.000000,0.398727
15774000.000000,0.391862
15775000.000000,0.402078
15776000.000000,0.413455
15777000.000000,0.403842
15778000.000000,0.412560
15779000.000000,0.396637
15780000.000000,0.411172
15781000.000000,0.399627
15782000.000000,0.399368
15783000.000000,0.401514
15784000.000000,0.403907
15785000.000000,0.408900
15786000.000000,0.408233
15787000.000000,0.413023
15788000.000000,0.403267
15789000.000000,0.402126
15790000.000000,0.402907
15791000.000000,0.414285
15792000.000000,0.394874
15793000.000000,0.399300
15794000.000000,0.403368
15795000.000000,0.400206
15796000.000000,0.400784
15797000.000000,0.409901
15798000.000000,0.395037
15799000.000000,0.400511
15800000.000000,0.410992
15801000.000000,0.405710
15802000.000000,0.402978
15803000.000000,0.403427
15804000.000000,0.393615
15805000.000000,0.400274
15806000.000000,0.403719
15807000.000000,0.403799
15808000.000000,0.396967
15809000.000000,0.416874
15810000.000000,0.401368
15811000.000000,0.392917
15812000.000000,0.405749
15813000.000000,0.412877
15814000.000000,0.410413
15815000.000000,0.414035
15816000.000000,0.415125
15817000.000000,0.408632
15818000.000000,0.399358
15819000.000000,0.404566
15820000.000000,0.412838
15821000.000000,0.413916
15822000.000000,0.409932
15823000.000000,0.403441
15824000.000000,0.404128
15825000.000000,0.401067
15826000.000000,0.391670
15827000.000000,0.406815
15828000.000000,0.409686
15829000.000000,0.414146
15830000.000000,0.403865
15831000.000000,0.412108
15832000.000000,0.402177
15833000.000000,0.404255
15834000.000000,0.397904
15835000.000000,0.396151
15836000.000000,0.403824
15837000.000000,0.403892
15838000.000000,0.396663
15839000.000000,0.400921
15840000.000000,0.416054
15841000.000000,0.409267
15842000.000000,0.406544
15843000.000000,0.406520
15844000.000000,0.405624
15845000.000000,0.410831
15846000.000000,0.411280
15847000.000000,0.409607
15848000.000000,0.401547
15849000.000000,0.413610
15850000.000000,0.408813
15851000.000000,0.409989
15852000.000000,0.411160
15853000.000000,0.418315
15854000.000000,0.395210
15855000.000000,0.405401
15856000.000000,0.420477
15857000.000000,0.398493
15858000.000000,0.410845
15859000.000000,0.399806
15860000.000000,0.408556
15861000.000000,0.398686
15862000.000000,0.411179
15863000.000000,0.401773
15864000.000000,0.410711
15865000.000000,0.402965
15866000.000000,0.409452
15867000.000000,0.404785
15868000.000000,0.400476
15869000.000000,0.403739
15870000.000000,0.395375
15871000.000000,0.398669
15872000.000000,0.417421
15873000.000000,0.404588
15874000.000000,0.409095
15875000.000000,0.404367
15876000.000000,0.396874
15877000.000000,0.409176
15878000.000000,0.403718
15879000.000000,0.405769
15880000.000000,0.401205
15881000.000000,0.396412
15882000.000000,0.403294
15883000.000000,0.412468
15884000.000000,0.404843
15885000.000000,0.406771
15886000.000000,0.405356
15887000.000000,0.393985
15888000.000000,0.414420
15889000.000000,0.398018
15890000.000000,0.408125
15891000.000000,0.401322
15892000.000000,0.414484
15893000.000000,0.395385
15894000.000000,0.403501
15895000.000000,0.413823
15896000.000000,0.405306
15897000.000000,0.392587
15898000.000000,0.422818
15899000.000000,0.398319
15900000.000000,0.410101
15901000.000000,0.413218
15902000.000000,0.398167
15903000.000000,0.394270
15904000.000000,0.402400
15905000.000000,0.416093
15906000.000000,0.413114
15907000.000000,0.402412
15908000.000000,0.413176
15909000.000000,0.402981
15910000.000000,0.393546
15911000.000000,0.413366
15912000.000000,0.415764
15913000.000000,0.403644
15914000.000000,0.403870
15915000.000000,0.398053
15916000.000000,0.406917
15917000.000000,0.404971
15918000.000000,0.402884
15919000.000000,0.394715
15920000.000000,0.419526
15921000.000000,0.411308
15922000.000000,0.403860
15923000.000000,0.411510
15924000.000000,0.408140
15925000.000000,0.405979
15926000.000000,0.407878
15927000.000000,0.398567
15928000.000000,0.394259
15929000.000000,0.397797
15930000.000000,0.406331
15931000.000000,0.419903
15932000.000000,0.403490
15933000.000000,0.408449
15934000.000000,0.398538
15935000.000000,0.400170
15936000.000000,0.408230
15937000.000000,0.408587
15938000.000000,0.401771
15939000.000000,0.417928
15940000.000000,0.398040
15941000.000000,0.407304
15942000.000000,0.409482
15943000.000000,0.393957
15944000.000000,0.407444
15945000.000000,0.401400
15946000.000000,0.407814
15947000.000000,0.403125
15948000.000000,0.408342
15949000.000000,0.409303
15950000.000000,0.409134
15951000.000000,0.408420
15952000.000000,0.407724
15953000.000000,0.410863
15954000.000000,0.409797
15955000.000000,0.392758
15956000.000000,0.416263
15957000.000000,0.418606
15958000.000000,0.411655
15959000.000000,0.404890
15960000.000000,0.403416
15961000.000000,0.405399
15962000.000000,0.400416
15963000.000000,0.400294
15964000.000000,0.412664
15965000.000000,0.402363
15966000.000000,0.414027
15967000.000000,0.412282
15968000.000000,0.390106
15969000.000000,0.393050
15970000.000000,0.409379
15971000.000000,0.410500
15972000.000000,0.411652
15973000.000000,0.394796
15974000.000000,0.404871
15975000.000000,0.414471
15976000.000000,0.397604
15977000.000000,0.402894
15978000.000000,0.413032
15979000.000000,0.407863
15980000.000000,0.415199
15981000.000000,0.400920
15982000.000000,0.411544
15983000.000000,0.392951
15984000.000000,0.409124
15985000.000000,0.412665
15986000.000000,0.403034
15987000.000000,0.416455
15988000.000000,0.414642
15989000.000000,0.409777
15990000.000000,0.404930
15991000.000000,0.395930
15992000.000000,0.397508
15993000.000000,0.402422
15994000.000000,0.413480
15995000.000000,0.400984
15996000.000000,0.402317
15997000.000000,0.393313
15998000.000000,0.399740
15999000.000000,0.418425
16000000.000000,0.410710
16001000.000000,0.407468
16002000.000000,0.402573
16003000.000000,0.406172
16004000.000000,0.398527
16005000.000000,0.411364
16006000.000000,0.401717
16007000.000000,0.410669
16008000.000000,0.406544
16009000.000000,0.405313
16010000.000000,0.395496
16011000.000000,0.405972
16012000.000000,0.410305
16013000.000000,0.402669
16014000.000000,0.420053
16015000.000000,0.392247
16016000.000000,0.424612
16017000.000000,0.407720
16018000.000000,0.422117
16019000.000000,0.409127
16020000.000000,0.400658
16021000.000000,0.397044
16022000.000000,0.399303
16023000.000000,0.396372
16024000.000000,0.404948
16025000.000000,0.413230
16026000.000000,0.391733
16027000.000000,0.393721
16028000.000000,0.413830
16029000.000000,0.410642
16030000.000000,0.405500
16031000.000000,0.408344
16032000.000000,0.407712
16033000.000000,0.410595
16034000.000000,0.398362
16035000.000000,0.406965
16036000.000000,0.397417
16037000.000000,0.411118
16038000.000000,0.414141
16039000.000000,0.406149
16040000.000000,0.408431
16041000.000000,0.416314
16042000.000000,0.416844
16043000.000000,0.404289
16044000.000000,0.400308
16045000.000000,0.412541
16046000.000000,0.410592
16047000.000000,0.400372
16048000.000000,0.420014
16049000.000000,0.409751
16050000.000000,0.416948
16051000.000000,0.403871
16052000.000000,0.407101
16053000.000000,0.409840
16054000.000000,0.409852
16055000.000000,0.403786
16056000.000000,0.388884
16057000.000000,0.398585
16058000.000000,0.397799
16059000.000000,0.412521
16060000.000000,0.408106
16061000.000000,0.398301
16062000.000000,0.399762
16063000.000000,0.409342
16064000.000000,0.397327
16065000.000000,0.413112
16066000.000000,0.405967
16067000.000000,0.405529
16068000.000000,0.400293
16069000.000000,0.394714
16070000.000000,0.406020
16071000.000000,0.388040
16072000.000000,0.410772
16073000.000000,0.408457
16074000.000000,0.404130
16075000.000000,0.398676
16076000.000000,0.405653
16077000.000000,0.419798
16078000.000000,0.414790
16079000.000000,0.412957
16080000.000000,0.406905
16081000.000000,0.413691
16082000.000000,0.394857
16083000.000000,0.401448
16084000.000000,0.403813
16085000.000000,0.402816
16086000.000000,0.408262
16087000.000000,0.402502
16088000.000000,0.405630
16089000.000000,0.408916
16090000.000000,0.401504
16091000.000000,0.410516
16092000.000000,0.413060
16093000.000000,0.405272
16094000.000000,0.394023
16095000.000000,0.401782
16096000.000000,0.410966
16097000.000000,0.405760
16098000.000000,0.396377
16099000.000000,0.414209
16100000.000000,0.401836
16101000.000000,0.403096
16102000.000000,0.401914
16103000.000000,0.398188
16104000.000000,0.403997
16105000.000000,0.398280
16106000.000000,0.401071
16107000.000000,0.407155
16108000.000000,0.392247
16109000.000000,0.407302
16110000.000000,0.391799
16111000.000000,0.400650
16112000.000000,0.395991
16113000.000000,0.406121
16114000.000000,0.403012
16115000.000000,0.398408
16116000.000000,0.402245
16117000.000000,0.413529
16118000.000000,0.396216
16119000.000000,0.400010
16120000.000000,0.413307
16121000.000000,0.409831
16122000.000000,0.396110
16123000.000000,0.396751
16124000.000000,0.413508
16125000.000000,0.415772
16126000.000000,0.421078
16127000.000000,0.406951
16128000.000000,0.402684
16129000.000000,0.411900
16130000.000000,0.406319
16131000.000000,0.395023
16132000.000000,0.408535
16133000.000000,0.405214
16134000.000000,0.405141
16135000.000000,0.407877
16136000.000000,0.415909
16137000.000000,0.407977
16138000.000000,0.411102
16139000.000000,0.406636
16140000.000000,0.408059
16141000.000000,0.396588
16142000.000000,0.407167
16143000.000000,0.412431
16144000.000000,0.406212
16145000.000000,0.413777
16146000.000000,0.403656
16147000.000000,0.403389
16148000.000000,0.410604
16149000.000000,0.403607
16150000.000000,0.410726
16151000.000000,0.401714
16152000.000000,0.407078
16153000.000000,0.401289
