Random Max Range,Average Numbers Generated
9771000,1278.354000
9772000,1267.967000
9773000,1262.233000
9774000,1242.522000
9775000,1256.264000
9776000,1255.788000
9777000,1277.435000
9778000,1272.994000
9779000,1280.018000
9780000,1276.222000
9781000,1247.038000
9782000,1272.264000
9783000,1294.257000
9784000,1283.478000
9785000,1263.182000
9786000,1258.899000
9787000,1293.184000
9788000,1271.943000
9789000,1261.505000
9790000,1262.326000
9791000,1310.028000
9792000,1265.139000
9793000,1258.373000
9794000,1294.787000
9795000,1307.050000
9796000,1342.169000
9797000,1315.664000
9798000,1259.630000
9799000,1278.164000
9800000,1285.959000
9801000,1308.201000
9802000,1290.586000
9803000,1307.002000
9804000,1285.051000
9805000,1252.845000
9806000,1279.821000
9807000,1300.617000
9808000,1320.189000
9809000,1246.026000
9810000,1255.697000
9811000,1248.428000
9812000,1304.673000
9813000,1283.829000
9814000,1305.789000
9815000,1299.930000
9816000,1312.603000
9817000,1285.922000
9818000,1326.560000
9819000,1288.925000
9820000,1311.020000
9821000,1283.818000
9822000,1280.007000
9823000,1283.311000
9824000,1298.976000
9825000,1299.355000
9826000,1289.877000
9827000,1275.064000
9828000,1277.382000
9829000,1243.340000
9830000,1297.140000
9831000,1339.421000
9832000,1277.789000
9833000,1287.846000
9834000,1324.756000
9835000,1314.132000
9836000,1251.332000
9837000,1319.986000
9838000,1300.174000
9839000,1309.191000
9840000,1328.897000
9841000,1277.213000
9842000,1265.317000
9843000,1327.545000
9844000,1281.115000
9845000,1296.488000
9846000,1243.441000
9847000,1282.496000
9848000,1278.905000
9849000,1297.796000
9850000,1276.588000
9851000,1307.399000
9852000,1277.517000
9853000,1331.002000
9854000,1304.978000
9855000,1282.640000
9856000,1298.051000
9857000,1275.362000
9858000,1290.205000
9859000,1315.167000
9860000,1273.856000
9861000,1288.366000
9862000,1230.398000
9863000,1293.680000
9864000,1279.641000
9865000,1299.249000
9866000,1263.520000
9867000,1305.188000
9868000,1297.638000
9869000,1313.300000
9870000,1302.244000
9871000,1324.548000
9872000,1295.211000
9873000,1292.271000
9874000,1312.283000
9875000,1296.831000
9876000,1298.191000
9877000,1296.262000
9878000,1258.916000
9879000,1309.994000
9880000,1298.398000
9881000,1268.515000
9882000,1303.969000
9883000,1296.335000
9884000,1254.000000
9885000,1259.183000
9886000,1283.583000
9887000,1289.257000
9888000,1275.613000
9889000,1280.994000
9890000,1256.708000
9891000,1295.937000
9892000,1302.445000
9893000,1283.043000
9894000,1248.954000
9895000,1303.956000
9896000,1298.092000
9897000,1304.112000
9898000,1269.159000
9899000,1258.365000
9900000,1277.477000
9901000,1336.674000
9902000,1309.187000
9903000,1327.300000
9904000,1295.822000
9905000,1279.638000
9906000,1299.290000
9907000,1346.913000
9908000,1325.832000
9909000,1306.065000
9910000,1307.286000
9911000,1306.080000
9912000,1316.602000
9913000,1267.223000
9914000,1277.130000
9915000,1277.411000
9916000,1266.423000
9917000,1295.979000
9918000,1259.668000
9919000,1270.292000
9920000,1312.630000
9921000,1323.552000
9922000,1288.672000
9923000,1244.552000
9924000,1316.763000
9925000,1291.163000
9926000,1303.835000
9927000,1359.104000
9928000,1269.049000
9929000,1296.010000
9930000,1303.826000
9931000,1278.256000
9932000,1300.637000
9933000,1284.871000
9934000,1309.295000
9935000,1311.309000
9936000,1280.057000
9937000,1302.343000
9938000,1356.503000
9939000,1304.768000
9940000,1294.517000
9941000,1264.807000
9942000,1310.325000
9943000,1299.814000
9944000,1307.537000
9945000,1292.749000
9946000,1337.228000
9947000,1284.443000
9948000,1294.298000
9949000,1307.019000
9950000,1347.201000
9951000,1321.619000
9952000,1295.232000
9953000,1301.129000
9954000,1297.061000
9955000,1332.518000
9956000,1330.985000
9957000,1324.785000
9958000,1316.012000
9959000,1266.519000
9960000,1283.291000
9961000,1288.727000
9962000,1301.750000
9963000,1301.094000
9964000,1284.710000
9965000,1323.184000
9966000,1295.382000
9967000,1321.031000
9968000,1310.750000
9969000,1282.938000
9970000,1312.762000
9971000,1298.603000
9972000,1282.343000
9973000,1297.460000
9974000,1297.898000
9975000,1277.632000
9976000,1329.019000
9977000,1323.297000
9978000,1308.904000
9979000,1302.955000
9980000,1337.969000
9981000,1294.745000
9982000,1319.635000
9983000,1303.158000
9984000,1309.620000
9985000,1291.570000
9986000,1274.222000
9987000,1245.638000
9988000,1336.487000
9989000,1315.171000
9990000,1277.590000
9991000,1303.435000
9992000,1274.468000
9993000,1298.172000
9994000,1308.102000
9995000,1260.826000
9996000,1319.611000
9997000,1308.335000
9998000,1331.382000
9999000,1293.396000
10000000,1285.555000
10001000,1303.470000
10002000,1314.616000
10003000,1282.394000
10004000,1310.102000
10005000,1294.754000
10006000,1314.825000
10007000,1337.877000
10008000,1334.603000
10009000,1305.532000
10010000,1261.977000
10011000,1332.119000
10012000,1311.775000
10013000,1329.367000
10014000,1309.491000
10015000,1289.666000
10016000,1348.222000
10017000,1303.587000
10018000,1319.135000
10019000,1326.865000
10020000,1320.545000
10021000,1316.811000
10022000,1286.709000
10023000,1329.424000
10024000,1260.771000
10025000,1269.059000
10026000,1318.122000
10027000,1324.729000
10028000,1356.809000
10029000,1310.043000
10030000,1273.221000
10031000,1282.095000
10032000,1279.935000
10033000,1283.030000
10034000,1297.981000
10035000,1299.895000
10036000,1303.298000
10037000,1322.300000
10038000,1304.237000
10039000,1334.609000
10040000,1277.792000
10041000,1283.222000
10042000,1286.260000
10043000,1269.935000
10044000,1316.337000
10045000,1311.792000
10046000,1295.501000
10047000,1295.162000
10048000,1277.018000
10049000,1308.555000
10050000,1311.315000
10051000,1280.876000
10052000,1316.822000
10053000,1294.902000
10054000,1269.133000
10055000,1290.832000
10056000,1309.950000
10057000,1322.668000
10058000,1289.481000
10059000,1319.803000
10060000,1336.918000
10061000,1291.066000
10062000,1281.442000
10063000,1326.444000
10064000,1336.536000
10065000,1291.763000
10066000,1348.224000
10067000,1306.319000
10068000,1282.906000
10069000,1282.693000
10070000,1296.542000
10071000,1323.870000
10072000,1287.876000
10073000,1290.627000
10074000,1277.722000
10075000,1286.490000
10076000,1263.505000
10077000,1320.922000
10078000,1307.409000
10079000,1320.503000
10080000,1296.956000
10081000,1316.091000
10082000,1270.019000
10083000,1310.101000
10084000,1319.381000
10085000,1310.269000
10086000,1323.338000
10087000,1356.230000
10088000,1260.686000
10089000,1330.299000
10090000,1331.424000
10091000,1315.619000
10092000,1326.946000
10093000,1292.911000
10094000,1299.681000
10095000,1309.343000
10096000,1316.976000
10097000,1265.544000
10098000,1306.693000
10099000,1329.447000
10100000,1297.146000
10101000,1316.805000
10102000,1289.824000
10103000,1276.092000
10104000,1320.638000
10105000,1269.774000
10106000,1292.142000
10107000,1321.158000
10108000,1311.381000
10109000,1356.718000
10110000,1274.172000
10111000,1318.462000
10112000,1267.994000
10113000,1295.535000
10114000,1316.118000
10115000,1305.254000
10116000,1306.172000
10117000,1330.109000
10118000,1334.026000
10119000,1265.296000
10120000,1294.674000
10121000,1308.627000
10122000,1273.912000
10123000,1271.294000
10124000,1290.241000
10125000,1284.815000
10126000,1316.777000
10127000,1361.614000
10128000,1269.867000
10129000,1332.153000
10130000,1318.059000
10131000,1325.965000
10132000,1334.549000
10133000,1344.708000
10134000,1297.337000
10135000,1344.603000
10136000,1306.366000
10137000,1288.443000
10138000,1278.168000
10139000,1289.701000
10140000,1323.096000
10141000,1352.254000
10142000,1295.565000
10143000,1274.905000
10144000,1315.705000
10145000,1280.849000
10146000,1358.404000
10147000,1314.560000
10148000,1343.001000
10149000,1286.472000
10150000,1293.934000
10151000,1297.695000
10152000,1318.912000
10153000,1294.877000
10154000,1335.389000
10155000,1334.572000
10156000,1312.000000
10157000,1329.315000
10158000,1295.616000
10159000,1322.150000
10160000,1299.841000
10161000,1288.568000
10162000,1351.074000
10163000,1287.980000
10164000,1281.221000
10165000,1265.699000
10166000,1284.407000
10167000,1302.544000
10168000,1288.662000
10169000,1308.375000
10170000,1290.079000
10171000,1357.556000
10172000,1315.821000
10173000,1327.545000
10174000,1322.202000
10175000,1382.123000
10176000,1293.558000
10177000,1312.015000
10178000,1321.320000
10179000,1303.160000
10180000,1303.322000
10181000,1309.545000
10182000,1362.481000
10183000,1322.122000
10184000,1327.904000
10185000,1351.141000
10186000,1298.025000
10187000,1312.823000
10188000,1301.711000
10189000,1344.343000
10190000,1293.226000
10191000,1334.174000
10192000,1274.008000
10193000,1310.559000
10194000,1288.524000
10195000,1313.981000
10196000,1322.955000
10197000,1312.460000
10198000,1363.434000
10199000,1298.184000
10200000,1317.538000
10201000,1312.914000
10202000,1334.666000
10203000,1264.383000
10204000,1261.285000
10205000,1285.233000
10206000,1335.789000
10207000,1298.835000
10208000,1334.872000
10209000,1292.471000
10210000,1304.558000
10211000,1284.530000
10212000,1325.535000
10213000,1300.386000
10214000,1291.774000
10215000,1310.163000
10216000,1320.116000
10217000,1329.610000
10218000,1331.036000
10219000,1290.567000
10220000,1292.956000
10221000,1316.390000
10222000,1313.012000
10223000,1311.507000
10224000,1280.956000
10225000,1343.503000
10226000,1317.233000
10227000,1308.499000
10228000,1278.579000
10229000,1328.229000
10230000,1327.137000
10231000,1338.444000
10232000,1299.052000
10233000,1344.651000
10234000,1305.146000
10235000,1325.560000
10236000,1314.514000
10237000,1314.551000
10238000,1300.323000
10239000,1347.914000
10240000,1283.046000
10241000,1320.486000
10242000,1290.009000
10243000,1328.832000
10244000,1273.472000
10245000,1321.834000
10246000,1294.681000
10247000,1335.897000
10248000,1317.913000
10249000,1313.294000
10250000,1344.834000
10251000,1335.970000
10252000,1280.753000
10253000,1328.804000
10254000,1323.544000
10255000,1311.229000
10256000,1343.209000
10257000,1335.240000
10258000,1308.485000
10259000,1334.031000
10260000,1306.223000
10261000,1291.756000
10262000,1341.822000
10263000,1313.462000
10264000,1358.870000
10265000,1319.998000
10266000,1330.517000
10267000,1344.788000
10268000,1320.482000
10269000,1334.708000
10270000,1330.783000
10271000,1344.862000
10272000,1346.290000
10273000,1296.798000
10274000,1318.724000
10275000,1341.449000
10276000,1320.009000
10277000,1327.180000
10278000,1342.845000
10279000,1301.716000
10280000,1340.551000
10281000,1348.547000
10282000,1303.893000
10283000,1361.994000
10284000,1317.310000
10285000,1321.344000
10286000,1312.916000
10287000,1316.919000
10288000,1307.430000
10289000,1347.140000
10290000,1298.251000
10291000,1319.734000
10292000,1340.883000
10293000,1330.399000
10294000,1316.158000
10295000,1347.342000
10296000,1325.683000
10297000,1303.375000
10298000,1331.656000
10299000,1323.756000
10300000,1316.421000
10301000,1305.698000
10302000,1299.083000
10303000,1299.060000
10304000,1298.917000
10305000,1336.401000
10306000,1354.912000
10307000,1337.690000
10308000,1349.477000
10309000,1322.601000
10310000,1297.076000
10311000,1332.417000
10312000,1323.672000
10313000,1316.783000
10314000,1290.808000
10315000,1315.183000
10316000,1304.518000
10317000,1298.467000
10318000,1353.618000
10319000,1327.478000
10320000,1360.432000
10321000,1337.608000
10322000,1308.110000
10323000,1316.270000
10324000,1270.397000
10325000,1327.849000
10326000,1309.047000
10327000,1323.800000
10328000,1327.167000
10329000,1338.472000
10330000,1372.226000
10331000,1283.393000
10332000,1316.028000
10333000,1259.450000
10334000,1321.486000
10335000,1285.805000
10336000,1324.187000
10337000,1326.133000
10338000,1314.064000
10339000,1344.891000
10340000,1333.708000
10341000,1319.400000
10342000,1349.030000
10343000,1337.310000
10344000,1309.185000
10345000,1337.384000
10346000,1336.344000
10347000,1299.662000
10348000,1318.464000
10349000,1318.043000
10350000,1354.296000
10351000,1326.477000
10352000,1297.509000
10353000,1334.349000
10354000,1402.266000
10355000,1323.387000
10356000,1288.153000
10357000,1301.390000
10358000,1334.537000
10359000,1306.972000
10360000,1351.436000
10361000,1315.422000
10362000,1362.545000
10363000,1328.337000
10364000,1315.225000
10365000,1318.340000
10366000,1347.660000
10367000,1352.179000
10368000,1297.174000
10369000,1325.357000
10370000,1295.293000
10371000,1334.739000
10372000,1312.187000
10373000,1304.234000
10374000,1347.333000
10375000,1316.120000
10376000,1347.459000
10377000,1316.663000
10378000,1296.595000
10379000,1298.373000
10380000,1321.928000
10381000,1353.993000
10382000,1336.097000
10383000,1333.090000
10384000,1322.667000
10385000,1342.149000
10386000,1365.298000
10387000,1313.878000
10388000,1323.174000
10389000,1314.104000
10390000,1283.195000
10391000,1345.040000
10392000,1330.304000
10393000,1348.419000
10394000,1377.799000
10395000,1319.210000
10396000,1316.107000
10397000,1292.773000
10398000,1334.917000
10399000,1328.353000
10400000,1356.812000
10401000,1320.673000
10402000,1316.190000
10403000,1324.207000
10404000,1326.898000
10405000,1312.016000
10406000,1332.271000
10407000,1313.377000
10408000,1313.572000
10409000,1325.174000
10410000,1304.915000
10411000,1345.473000
10412000,1331.207000
10413000,1271.668000
10414000,1322.950000
10415000,1313.151000
10416000,1358.874000
10417000,1339.648000
10418000,1338.074000
10419000,1357.464000
10420000,1376.565000
10421000,1317.722000
10422000,1280.233000
10423000,1322.577000
10424000,1356.202000
10425000,1331.178000
10426000,1361.383000
10427000,1303.681000
10428000,1346.556000
10429000,1314.970000
10430000,1338.738000
10431000,1335.676000
10432000,1299.390000
10433000,1335.896000
10434000,1310.146000
10435000,1328.071000
10436000,1328.368000
10437000,1335.097000
10438000,1345.006000
10439000,1338.295000
10440000,1339.748000
10441000,1326.222000
10442000,1362.364000
10443000,1334.488000
10444000,1322.128000
10445000,1309.188000
10446000,1333.153000
10447000,1323.576000
10448000,1353.234000
10449000,1303.393000
10450000,1327.785000
10451000,1349.094000
10452000,1299.089000
10453000,1328.818000
10454000,1320.938000
10455000,1334.780000
10456000,1277.346000
10457000,1323.202000
10458000,1332.214000
10459000,1366.959000
10460000,1347.983000
10461000,1351.347000
10462000,1347.011000
10463000,1348.075000
10464000,1336.592000
10465000,1341.158000
10466000,1352.242000
10467000,1269.257000
10468000,1300.123000
10469000,1334.916000
10470000,1332.713000
10471000,1343.707000
10472000,1337.243000
10473000,1333.961000
10474000,1342.878000
10475000,1319.121000
10476000,1337.441000
10477000,1315.242000
10478000,1351.646000
10479000,1332.143000
10480000,1346.475000
10481000,1330.818000
10482000,1339.159000
10483000,1359.212000
10484000,1293.376000
10485000,1315.549000
10486000,1313.652000
10487000,1332.110000
10488000,1326.465000
10489000,1321.054000
10490000,1324.406000
10491000,1337.173000
10492000,1333.844000
10493000,1316.523000
10494000,1355.590000
10495000,1302.373000
10496000,1355.903000
10497000,1290.646000
10498000,1340.271000
10499000,1350.062000
10500000,1353.305000
10501000,1387.596000
10502000,1353.394000
10503000,1323.509000
10504000,1306.791000
10505000,1295.762000
10506000,1352.080000
10507000,1362.212000
10508000,1348.861000
10509000,1338.170000
10510000,1324.602000
10511000,1356.923000
10512000,1352.174000
10513000,1313.010000
10514000,1312.326000
10515000,1358.589000
10516000,1295.671000
10517000,1322.766000
10518000,1339.503000
10519000,1327.420000
10520000,1395.911000
10521000,1333.281000
10522000,1338.319000
10523000,1334.041000
10524000,1347.272000
10525000,1366.387000
10526000,1287.403000
10527000,1362.341000
10528000,1323.827000
10529000,1347.141000
10530000,1314.329000
10531000,1326.001000
10532000,1362.048000
10533000,1379.989000
10534000,1331.354000
10535000,1311.861000
10536000,1346.940000
10537000,1390.865000
10538000,1361.089000
10539000,1336.845000
10540000,1318.747000
10541000,1314.501000
10542000,1329.798000
10543000,1373.970000
10544000,1298.872000
10545000,1340.790000
10546000,1297.682000
10547000,1322.291000
10548000,1343.217000
10549000,1325.858000
10550000,1299.253000
10551000,1333.190000
10552000,1326.843000
10553000,1337.244000
10554000,1339.514000
10555000,1310.119000
10556000,1316.288000
10557000,1305.303000
10558000,1299.540000
10559000,1345.415000
10560000,1288.810000
10561000,1358.872000
10562000,1370.137000
10563000,1328.947000
10564000,1328.463000
10565000,1379.390000
10566000,1341.592000
10567000,1335.837000
10568000,1323.122000
10569000,1271.084000
10570000,1297.344000
10571000,1318.894000
10572000,1371.274000
10573000,1364.839000
10574000,1370.600000
10575000,1322.185000
10576000,1275.139000
10577000,1337.260000
10578000,1327.433000
10579000,1325.416000
10580000,1322.820000
10581000,1347.677000
10582000,1331.772000
10583000,1340.262000
10584000,1354.551000
10585000,1339.408000
10586000,1330.583000
10587000,1324.990000
10588000,1318.377000
10589000,1331.054000
10590000,1369.193000
10591000,1331.567000
10592000,1348.952000
10593000,1348.212000
10594000,1317.006000
10595000,1356.233000
10596000,1313.213000
10597000,1331.903000
10598000,1306.880000
10599000,1342.539000
10600000,1338.425000
10601000,1342.060000
10602000,1336.870000
10603000,1339.792000
10604000,1321.009000
10605000,1354.145000
10606000,1358.496000
10607000,1345.465000
10608000,1313.151000
10609000,1370.969000
10610000,1367.044000
10611000,1316.093000
10612000,1352.723000
10613000,1316.780000
10614000,1334.781000
10615000,1365.682000
10616000,1327.152000
10617000,1332.257000
10618000,1359.171000
10619000,1353.858000
10620000,1375.944000
10621000,1371.916000
10622000,1339.270000
10623000,1292.567000
10624000,1326.745000
10625000,1317.157000
10626000,1319.544000
10627000,1366.807000
10628000,1329.781000
10629000,1357.049000
10630000,1320.159000
10631000,1363.519000
10632000,1331.654000
10633000,1355.769000
10634000,1316.097000
10635000,1366.613000
10636000,1323.451000
10637000,1334.586000
10638000,1385.141000
10639000,1349.998000
10640000,1308.276000
10641000,1320.612000
10642000,1302.103000
10643000,1333.597000
10644000,1373.482000
10645000,1356.408000
10646000,1372.763000
10647000,1316.317000
10648000,1328.066000
10649000,1333.444000
10650000,1345.933000
10651000,1338.782000
10652000,1323.722000
10653000,1335.047000
10654000,1316.577000
10655000,1367.437000
10656000,1325.743000
10657000,1344.030000
10658000,1331.457000
10659000,1293.124000
10660000,1335.001000
10661000,1354.009000
10662000,1343.338000
10663000,1295.287000
10664000,1373.532000
10665000,1337.854000
10666000,1301.921000
10667000,1299.092000
10668000,1345.914000
10669000,1382.891000
10670000,1386.101000
10671000,1356.435000
10672000,1335.963000
10673000,1296.219000
10674000,1352.515000
10675000,1348.189000
10676000,1331.990000
10677000,1316.489000
10678000,1290.666000
10679000,1339.257000
10680000,1358.521000
10681000,1300.028000
10682000,1325.950000
10683000,1336.910000
10684000,1343.261000
10685000,1396.084000
10686000,1354.318000
10687000,1312.987000
10688000,1346.769000
10689000,1306.405000
10690000,1345.991000
10691000,1366.938000
10692000,1346.804000
10693000,1312.234000
10694000,1367.930000
10695000,1380.716000
10696000,1394.194000
10697000,1325.523000
10698000,1316.476000
10699000,1356.795000
10700000,1348.620000
10701000,1271.652000
10702000,1344.101000
10703000,1367.106000
10704000,1324.092000
10705000,1306.901000
10706000,1347.954000
10707000,1367.085000
10708000,1360.899000
10709000,1331.571000
10710000,1358.592000
10711000,1338.741000
10712000,1311.291000
10713000,1328.462000
10714000,1354.942000
10715000,1322.340000
10716000,1366.307000
10717000,1346.507000
10718000,1392.397000
10719000,1313.238000
10720000,1289.205000
10721000,1336.213000
10722000,1344.567000
10723000,1342.217000
10724000,1326.955000
10725000,1312.124000
10726000,1365.345000
10727000,1336.114000
10728000,1360.409000
10729000,1284.477000
10730000,1368.187000
10731000,1324.179000
10732000,1340.957000
10733000,1377.008000
10734000,1344.127000
10735000,1360.611000
10736000,1364.035000
10737000,1330.083000
10738000,1361.381000
10739000,1335.790000
10740000,1327.237000
10741000,1329.544000
10742000,1338.635000
10743000,1386.929000
10744000,1376.133000
10745000,1352.512000
10746000,1321.130000
10747000,1293.463000
10748000,1341.618000
10749000,1365.885000
10750000,1367.413000
10751000,1342.298000
10752000,1323.645000
10753000,1327.652000
10754000,1327.922000
10755000,1352.147000
10756000,1365.030000
10757000,1323.840000
10758000,1383.283000
10759000,1341.159000
10760000,1347.319000
10761000,1351.891000
10762000,1333.619000
10763000,1345.819000
10764000,1354.934000
10765000,1352.759000
10766000,1308.741000
10767000,1364.661000
10768000,1364.334000
10769000,1363.824000
10770000,1364.925000
10771000,1331.806000
10772000,1340.442000
10773000,1338.326000
10774000,1315.561000
10775000,1331.758000
10776000,1361.455000
10777000,1376.733000
10778000,1380.316000
10779000,1312.265000
10780000,1339.040000
10781000,1344.252000
10782000,1358.402000
10783000,1326.169000
10784000,1345.522000
10785000,1330.692000
10786000,1356.457000
10787000,1402.674000
10788000,1377.780000
10789000,1346.032000
10790000,1376.256000
10791000,1347.534000
10792000,1403.335000
10793000,1335.408000
10794000,1334.372000
10795000,1317.385000
10796000,1385.985000
10797000,1301.141000
10798000,1346.337000
10799000,1322.614000
10800000,1370.830000
10801000,1330.042000
10802000,1359.863000
10803000,1348.404000
10804000,1318.394000
10805000,1306.695000
10806000,1362.209000
10807000,1381.461000
10808000,1378.366000
10809000,1358.692000
10810000,1337.494000
10811000,1332.452000
10812000,1298.660000
10813000,1333.748000
10814000,1329.899000
10815000,1388.106000
10816000,1318.881000
10817000,1395.248000
10818000,1338.552000
10819000,1345.879000
10820000,1349.362000
10821000,1363.917000
10822000,1353.293000
10823000,1381.982000
10824000,1329.616000
10825000,1359.445000
10826000,1289.277000
10827000,1294.110000
10828000,1358.055000
10829000,1351.043000
10830000,1330.088000
10831000,1358.913000
10832000,1316.122000
10833000,1299.788000
10834000,1384.349000
10835000,1356.472000
10836000,1365.498000
10837000,1376.845000
10838000,1370.920000
10839000,1318.621000
10840000,1316.529000
10841000,1370.194000
10842000,1336.185000
10843000,1343.385000
10844000,1347.216000
10845000,1318.013000
10846000,1313.411000
10847000,1336.309000
10848000,1356.946000
10849000,1380.165000
10850000,1304.203000
10851000,1324.458000
10852000,1359.323000
10853000,1371.051000
10854000,1371.004000
10855000,1415.555000
10856000,1356.798000
10857000,1338.678000
10858000,1365.874000
10859000,1378.436000
10860000,1354.695000
10861000,1302.969000
10862000,1329.661000
10863000,1401.504000
10864000,1341.237000
10865000,1358.523000
10866000,1332.009000
10867000,1332.714000
10868000,1353.263000
10869000,1378.095000
10870000,1393.699000
10871000,1358.124000
10872000,1338.908000
10873000,1354.985000
10874000,1380.241000
10875000,1367.486000
10876000,1379.866000
10877000,1388.222000
10878000,1354.055000
10879000,1359.825000
10880000,1308.294000
10881000,1366.238000
10882000,1331.545000
10883000,1358.296000
10884000,1357.664000
10885000,1344.468000
10886000,1347.268000
10887000,1371.467000
10888000,1341.014000
10889000,1347.762000
10890000,1393.941000
10891000,1371.306000
10892000,1408.979000
10893000,1353.295000
10894000,1330.051000
10895000,1372.542000
10896000,1354.028000
10897000,1352.385000
10898000,1384.394000
10899000,1347.485000
10900000,1349.396000
10901000,1338.387000
10902000,1365.147000
10903000,1363.898000
10904000,1354.033000
10905000,1334.159000
10906000,1357.996000
10907000,1368.728000
10908000,1302.315000
10909000,1312.356000
10910000,1357.266000
10911000,1370.854000
10912000,1367.770000
10913000,1360.409000
10914000,1354.026000
10915000,1373.456000
10916000,1351.108000
10917000,1358.321000
10918000,1341.320000
10919000,1388.051000
10920000,1351.401000
10921000,1345.527000
10922000,1329.744000
10923000,1342.528000
10924000,1327.623000
10925000,1326.206000
10926000,1355.904000
10927000,1372.962000
10928000,1347.208000
10929000,1344.897000
10930000,1386.736000
10931000,1334.217000
10932000,1309.688000
10933000,1382.722000
10934000,1361.423000
10935000,1353.416000
10936000,1331.237000
10937000,1383.347000
10938000,1358.736000
10939000,1364.265000
10940000,1370.658000
10941000,1346.793000
10942000,1385.817000
10943000,1384.655000
10944000,1365.520000
10945000,1340.590000
10946000,1356.703000
10947000,1344.869000
10948000,1357.910000
10949000,1353.214000
10950000,1349.491000
10951000,1328.997000
10952000,1326.147000
10953000,1332.604000
10954000,1365.162000
10955000,1341.659000
10956000,1338.642000
10957000,1344.237000
10958000,1357.677000
10959000,1306.226000
10960000,1320.848000
10961000,1334.455000
10962000,1397.875000
10963000,1341.826000
10964000,1372.936000
10965000,1344.252000
10966000,1350.536000
10967000,1363.815000
10968000,1394.836000
10969000,1382.782000
10970000,1339.320000
10971000,1346.463000
10972000,1370.656000
10973000,1370.176000
10974000,1381.042000
10975000,1361.531000
10976000,1383.830000
10977000,1369.277000
10978000,1356.630000
10979000,1350.964000
10980000,1356.413000
10981000,1331.295000
10982000,1347.134000
10983000,1365.115000
10984000,1355.047000
10985000,1342.478000
10986000,1372.486000
10987000,1327.282000
10988000,1374.995000
10989000,1364.219000
10990000,1427.737000
10991000,1337.294000
10992000,1388.850000
10993000,1408.775000
10994000,1376.879000
10995000,1354.417000
10996000,1364.793000
10997000,1362.823000
10998000,1351.674000
10999000,1362.658000
11000000,1446.028000
11001000,1332.680000
11002000,1402.012000
11003000,1336.896000
11004000,1338.730000
11005000,1350.355000
11006000,1345.411000
11007000,1407.075000
11008000,1371.332000
11009000,1370.982000
11010000,1376.737000
11011000,1325.777000
11012000,1372.978000
11013000,1371.233000
11014000,1346.224000
11015000,1362.594000
11016000,1355.011000
11017000,1408.988000
11018000,1370.330000
11019000,1366.207000
11020000,1354.810000
11021000,1377.472000
11022000,1317.810000
11023000,1330.285000
11024000,1359.506000
11025000,1385.590000
11026000,1340.517000
11027000,1357.467000
11028000,1334.700000
11029000,1385.409000
11030000,1321.133000
11031000,1357.544000
11032000,1332.878000
11033000,1306.957000
11034000,1361.429000
11035000,1364.063000
11036000,1402.148000
11037000,1393.428000
11038000,1345.676000
11039000,1328.573000
11040000,1368.134000
11041000,1336.727000
11042000,1353.023000
11043000,1361.603000
11044000,1383.658000
11045000,1393.679000
11046000,1339.230000
11047000,1364.068000
11048000,1349.159000
11049000,1365.520000
11050000,1407.863000
11051000,1369.241000
11052000,1370.983000
11053000,1353.140000
11054000,1338.986000
11055000,1343.803000
11056000,1382.368000
11057000,1355.321000
11058000,1364.828000
11059000,1279.071000
11060000,1377.860000
11061000,1355.609000
11062000,1356.473000
11063000,1385.501000
11064000,1392.708000
11065000,1346.831000
11066000,1372.613000
11067000,1356.373000
11068000,1417.515000
11069000,1353.237000
11070000,1401.313000
11071000,1383.917000
11072000,1347.889000
11073000,1339.388000
11074000,1359.158000
11075000,1380.355000
11076000,1363.501000
11077000,1384.609000
11078000,1407.981000
11079000,1324.668000
11080000,1331.055000
11081000,1331.570000
11082000,1351.398000
11083000,1366.003000
11084000,1387.780000
11085000,1366.149000
11086000,1398.027000
11087000,1343.529000
11088000,1409.854000
11089000,1373.821000
11090000,1338.983000
11091000,1396.553000
11092000,1381.461000
11093000,1357.351000
11094000,1380.147000
11095000,1374.252000
11096000,1371.282000
11097000,1322.199000
11098000,1358.885000
11099000,1317.468000
11100000,1357.880000
11101000,1377.172000
11102000,1387.979000
11103000,1371.107000
11104000,1346.583000
11105000,1324.226000
11106000,1369.933000
11107000,1335.362000
11108000,1386.047000
11109000,1362.193000
11110000,1419.349000
11111000,1352.308000
11112000,1349.676000
11113000,1368.454000
11114000,1334.563000
11115000,1386.232000
11116000,1356.409000
11117000,1372.523000
11118000,1365.333000
11119000,1380.526000
11120000,1375.399000
11121000,1378.449000
11122000,1372.384000
11123000,1341.682000
11124000,1356.412000
11125000,1409.152000
11126000,1364.161000
11127000,1402.621000
11128000,1384.659000
11129000,1385.522000
11130000,1372.477000
11131000,1391.956000
11132000,1357.647000
11133000,1321.690000
11134000,1358.414000
11135000,1377.350000
11136000,1371.744000
11137000,1321.672000
11138000,1357.273000
11139000,1336.209000
11140000,1370.603000
11141000,1354.744000
11142000,1374.621000
11143000,1354.584000
11144000,1366.503000
11145000,1356.722000
11146000,1366.273000
11147000,1329.127000
11148000,1353.760000
11149000,1337.112000
11150000,1350.342000
11151000,1351.439000
11152000,1384.467000
11153000,1374.892000
11154000,1375.132000
11155000,1340.106000
11156000,1398.549000
11157000,1367.094000
11158000,1418.141000
11159000,1345.971000
11160000,1407.047000
11161000,1391.923000
11162000,1377.391000
11163000,1347.229000
11164000,1373.683000
11165000,1410.097000
11166000,1358.934000
11167000,1412.855000
11168000,1362.446000
